28735	
	2.193799875e-34	-2.157281275e-16	-7.386853719e-13	-1.516956272e-12	-2.955666301e-12
	-0.01607409108	-0.01468742739	-0.02153156272	-0.02529107333	-5.106082066e-13
	-1.593968422e-12	-2.882358855e-12	-0.02849134923	-0.0321052354	-4.406772514e-12
	1.010006137e-12	-0.01301403244	4.347820724e-16	-9.431523704e-28	-5.116580365e-17
	4.656052057e-17	-8.159159977e-13	1.432537822e-16	1.71607268e-16	4.874168116e-09
	-0.01366353483	-0.02419719085	-0.02389337135	-0.03378188631	3.020402684e-08
	7.713791878e-17	6.14992101e-08	-1.183251622e-17	4.394839913e-08	6.219230114e-08
	-2.727506286e-17	-6.921442023e-18	-4.873190346e-08	-1.617861945e-07	-7.478905119e-17
	-1.422390289e-16	-0.0357932387	-0.03945168842	2.358982686e-13	-6.165332635e-12
	6.6981956e-12	7.771727918e-12	-0.04693712617	-0.04315913276	3.686872968e-12
	-0.05475899162	5.282653317e-12	-0.05080081669	-0.06304420363	-0.05883412291
	-3.784203385e-13	1.780408834e-12	-0.03729008189	-0.04547540067	-0.0552848679
	-0.04129435736	-0.04849364373	-0.06543108179	-0.0624747052	-0.07446357623
	-0.05551619461	-2.570422639e-15	-0.01066507374	-3.700301355e-17	-1.303600174e-16
	-1.558541794e-16	-6.572684316e-09	-2.681189351e-08	3.781639748e-08	-9.112567674e-09
	2.778809596e-09	-2.809474974e-08	-0.02195707912	-0.03314509103	-0.02232032385
	-0.01089802516	-2.247310236e-13	-0.07186510174	-0.06737942315	-2.819745074e-12
	3.51602228e-09	1.591304366e-08	-1.222578623e-08	4.578569474e-08	-6.770357441e-08
	-2.289305099e-07	-6.989381024e-08	-2.370418573e-07	-3.894562835e-07	-9.052330255e-07
	-1.693361348e-16	-1.880000529e-16	-1.106204717e-06	-4.931355854e-07	-5.49522963e-07
	-1.104532381e-06	-0.084010169	-0.09291139925	-0.07615779064	-0.0693423846
	-0.0830342958	-0.1088831587	-0.1021482728	-0.09006676419	-0.1278598044
	-0.118275594	-0.1045429796	-0.0972101591	-0.1476915791	-0.1197759604
	-0.1120599142	-0.1376740446	-0.07754735379	-0.06465728439	-0.0518402475
	-0.04347046462	-0.03374913499	-0.05534567047	-0.06655229466	-0.09910055016
	-0.07682399558	-0.08827703963	-0.09486930131	9.326694059e-14	-0.01080486314
	3.80138925e-17	8.859672337e-18	-4.814846771e-08	-6.951932114e-17	1.537851252e-08
	-5.508541547e-08	-1.576891482e-08	-3.94368402e-08	-5.620292465e-08	-3.980351847e-08
	2.557150481e-08	-0.02229715417	-0.04098593324	-0.02556707931	-0.01070049972
	-0.07646557356	-0.08152215041	2.699677722e-12	-3.124252838e-14	-0.1702425148
	-0.1579463906	-0.1364776935	-0.1277294238	-3.077048353e-12	-0.08628115872
	-0.09100045372	-6.47678165e-12	-1.011212828e-11	-0.1002723726	-0.0956752112
	-1.422805161e-11	5.846389855e-08	-7.221589855e-08	-3.435210067e-07	1.434018928e-07
	1.463064704e-07	-1.22599795e-07	-8.442159732e-07	-5.477464951e-07	-1.362043758e-16
	-2.191314296e-06	-2.82331407e-17	-1.445999556e-06	-1.128527364e-16	-2.976930878e-06
	-3.77881145e-06	-5.996962233e-06	1.596117625e-16	-4.794418068e-06	-3.787501808e-16
	-6.248167395e-17	-2.068652428e-06	-3.245123134e-06	-3.242155569e-06	-2.068918359e-06
	2.523510943e-16	7.21758939e-16	-7.159655065e-06	-8.272080965e-06	-1.369520384e-05
	-2.266708848e-06	-1.627535507e-06	-2.750430254e-06	-1.300241216e-06	-0.1185614545
	-0.1096290824	-0.1175469146	-0.1068972116	-0.1255347593	-0.1273968516
	-0.136718722	-0.1393007493	-0.1597640488	-0.1519118009	-0.1643313151
	-0.1481365567	-0.1904091388	-0.1774129744	-0.1716742922	-0.1859589124
	-0.05930710834	-0.04403608591	-0.07913523207	-0.05858567521	-0.07851149075
	-0.09893210223	-0.1107045824	-0.09796214114	-0.08856921876	-2.076311174e-16
	1.607534167e-18	-0.01405367998	2.131466419e-17	-2.779502056e-08	5.784416981e-18
	1.335208333e-07	7.516069523e-08	3.507893956e-07	3.664878142e-07	-0.04298295598
	-0.0285553953	-0.02787462157	-0.01381213019	7.409391717e-07	-0.1453800225
	-0.153558194	-0.1923840422	-0.1818364283	-0.2003643039	-0.2062742798
	-0.2195747445	-0.2126675468	-0.2118176111	-0.161655073	-0.2029483168
	-0.1697022614	-1.294107061e-12	-0.108719785	-0.1047380373	-1.852917474e-11
	-0.1845939756	-0.1775629375	-0.2336664308	-0.2221439706	-0.1127365587
	-0.1167535742	1.38401544e-11	1.739813206e-11	-6.31716321e-07	1.121305947e-06
	3.110811165e-07	3.67453075e-07	-1.517721063e-06	8.129091214e-07	1.30149098e-08
	-6.024118752e-06	-7.1751865e-06	-4.69083301e-06	-4.926808454e-06	-9.557657033e-06
	-1.421849373e-05	-1.644437844e-05	-1.17667827e-05	-7.51507522e-06	-1.138003503e-05
	-9.059414238e-06	-6.553956681e-06	-3.754818531e-06	-5.565510355e-06	-4.245953507e-06
	-1.744665698e-05	-1.083692385e-05	1.25052973e-15	-9.510166532e-06	1.873708698e-15
	2.488277209e-15	-1.203767865e-05	-1.316622155e-05	-3.383367348e-17	-1.566923546e-05
	-1.901696001e-05	-1.803287244e-05	-2.087657227e-05	-2.008045262e-05	-2.297115303e-05
	-2.273332246e-05	-1.927314516e-05	-1.594814107e-06	-4.46579131e-06	-3.428587904e-07
	-2.731765505e-06	-3.245957139e-06	-0.1358741877	-0.1231520692	-0.1248705368
	-0.1119142029	-0.1487269533	-0.1620447228	-0.138314859	-0.1519704358
	-0.1893428851	-0.1804348197	-0.1661221371	-0.1755020666	-0.2175139928
	-0.2032487081	-0.2098356431	-0.1950817487	-0.06767634885	-0.05714200759
	-0.0556249238	-0.04184055007	-0.07971121685	-0.07797360975	-0.08826749237
